ticket_id,created_at_unix,event_id,perf_date,perf_time,venue,ticket_type,name_type,delivery_method,seller_name,seller_rating,order_num,ticket_tags,first_observed_at,last_observed_at,sold_at,sold_at_source,status,quantity,price,raw_description,details_fetched
2loytm6nll,1787838216251,timelesz-live-tour-2026-momentum,2026-08-30,13:00,セキスイハイムスーパーアリーナ,electronic,female,当日手渡し,うに,5.0,,番手,2026-08-27 13:43:36,2026-08-29 08:01:10,2026-08-27 15:01:14,,sold,1,40000,"初期当選 2名義中2番手 座席未定 サイチェン不可 すり替えなし 下3桁提示可能
入場後、一度チケットを回収させて頂き、当方座席選択後チケットをお渡し致します。
公演当日、開演1時間前を目処に会場付近で待ち合わせし、同タイミングで入場させていただきます。
ログインのため端末をお借りします。
予めご了承ください。
公演日近くなりましたら、改めてマイページの連絡ボードにて詳しい時間・場所をご連絡致します。
時間厳守でご対応お願い致します。
なお、遅刻された場合でも受け取り通知はして頂きます。
公演中止以外、いかなる場合でも返金・キャンセルは受け付けません。",True
os6qpf04ir,1787842473071,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,3名義中3番手,s,5.0,,番手,2026-08-27 14:54:33,2026-08-27 17:01:13,,,deleted,2,30000,"全て初期当選/有効期限内/着ブロ指定なし/下3桁提示可能
・
・座席未定のため座席に関するクレームはお受けできません。
・体調不良、ランダムエラー、本人確認、出演者変更などいかなる場合でも、返金対応は一切できかねますのでご了承ください。",True
wtisf36hx5,1787842313368,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,あ,5.0,,QR番手ランダム同行,2026-08-27 14:51:53,2026-08-28 13:01:11,,,deleted,2,0,"QRごとor番手orランダムになります。
金額/年齢記載の上X(@bm71nc)の垢にご連絡お願い致します。
",True
oj9kjk2ken,1787842567706,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,入金後24時間以内にQRコード共有,s,5.0,,同行記載あり,2026-08-27 14:56:07,2026-08-27 17:01:13,,,deleted,2,55000,"ドーム落選名義/初期当選/有効期限内/着ブロ指定なし/同行者登録可能
入金確認後24時間以内にログイン情報をお送り致します。
同行者登録、同意チェックは買い手様にお願いします。
・座席未定のため座席に関するクレームはお受けできません。
・体調不良、ランダムエラー、本人確認、出演者変更などいかなる場合でも、返金対応は一切できかねますのでご了承ください。
・開演前に必ず受け取り評価とログアウトお願いします。",True
886yqvih17,1787841822663,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同時入場,🐬,5.0,,番手,2026-08-27 14:43:42,2026-08-29 08:01:10,2026-08-27 16:01:18,,sold,1,30000,"2名義中2番手/FC枠/初期当選/有効期限内/すり替えなし/下3桁提示可能/発送物戻りなし/エラー歴なし/指定席
※プラベルまたは専用出品に移行しますのでお先にコメントお願いいたします。
·2名義中2番手のお渡しです。購入者様がお席を選ぶことはできません。
·公演当日、こちらが指定した時間に会場付近で待ち合わせし、同時入場していただきます。
同時入場後はこちらの座席選択後にチケットをお渡ししますので、チケットを受け取りましたらその場で受取評価をお願いします。
·時間厳守でお願いいたします。遅刻された場合は先に入場する可能性がありますのでご了承下さい。
·公演中止の際は諸手数料を引いた金額をお返しします。公演中止以外の理由(遅刻や体調不良、交通遅延、本人確認、ランダムエラー等による入場不可の場合)では返金いたしません。
·トラブル防止のため成人済の日本人の方のみに限らせていただきます。録音、盗撮、サイチェン、チケットの持ち逃げは禁止です。
·お席のクレームは一切お受けいたしません。
·同行者登録はこちらで行います。",True
vnnqxgy9x3,1787849639870,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,公演日当日にログイン情報をお伝えします,♡❤︎♡,5.0,,QR,2026-08-27 16:53:59,2026-08-28 14:01:15,,,deleted,2,45000,"2連QRごと
初期／期限内／同行者登録可能／その他不備なし／下三桁提示可能
公演日に仕事が入ってしまったので お譲り先を探しております。 
番手で捌く予定でした...",True
1xybbk5aup,1787846684730,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,paper,none,同行,♡,5.0,,同行,2026-08-27 16:04:44,2026-08-28 15:01:13,,,deleted,1,70000,"同行/FC初期当選/有効期限内/着ブロなし/発送戻りなし/エラー歴なし
当選歴なし

指定席表記

プラベル移行予定

15時45分集合予定  サイチェン可...",True
8hb9yyer4m,1787847977003,timelesz-live-tour-2026-momentum,2026-08-30,13:00,セキスイハイムスーパーアリーナ,electronic,female,公演前日にログイン情報お伝えします,♡❤︎♡,5.0,,QR,2026-08-27 16:26:17,2026-08-28 14:01:15,,,deleted,2,45000,"2連QRごと
初期／期限内／同行者登録可能／その他不備なし／下三桁提示可能
公演日に仕事が入ってしまったので お譲り先を探しております。 
番手で捌く予定でした...",True
3gmkqwjpdp,1787868903263,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,手渡し,🐰,5.0,,番手,2026-08-27 22:15:03,2026-08-28 14:01:15,,,deleted,2,45000,"2名義中2番手(前回スタンド、初当選)
初期当選/期限内/下3桁提示可/すり替えなし/サイチェン可/発送物戻りなし/着ブロ指定なし

16:20頃を目安に会場付...",True
c0m3s88xz7,1787875236498,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,公演日前日にログイン情報共有,n,5.0,,QR,2026-08-28 00:00:36,2026-08-29 08:01:10,2026-08-28 15:01:13,transition_observed,sold,2,80000,"QRごと/初期当選/同行者登録可/有効期限内/発送物戻り無し/着ブロ希望無し/下3桁提示可
・チケホル未登録のため、過去当選歴、座席の質問はお控えください。
・...",True
5lak2ok020,1787874274024,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,⭐︎,5.0,,ランダム,2026-08-27 23:44:34,2026-08-28 03:01:09,,,deleted,1,8000,"🌟お取引が初めての方でもご購入可能です
座席未定
入場時1名義のみのランダム配布
・当日開場時間の30分前頃に会場付近にてお待ち合わせ、同時入場して頂きます。詳しい場所や時間などは連絡ボードにてご連絡致します。
・必ず時間厳守でお願い致します。万が一集合時間に遅れた場合は、先に入場させて頂く場合がございますがその際のご返金は致しません。
・同時入場した後、一旦チケットを回収させて頂き、座席確認などお時間を頂戴致します。会場内にてお待ち頂くことになりますが、公演には間に合うようにチケットをお渡し致します。チケットを受け取りの際に、必ずその場で受け取り連絡をして頂きます。お客様による座席の選択は出来かねますので、ご了承下さい。
・会場内、電波が悪い可能性も考えられるため、通話ができる携帯電話を必ずご持参下さい。
・代理購入不可。購入されたご本人が必ずご入場ください。
・公演中止の場合のみ返金対応いたします。ランダムエラー、本人確認、体調不良、交通機関の遅れなど、公演中止以外のいかなる場合でも返金は致しません。",True
sold_timelesz-live-tour-2026-momentum_1787876170436_38000,1787876170436,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,2名義中2番手,s,5.0,,番手,2026-08-28 00:16:10,2026-08-29 08:01:10,,historical_unknown,sold,1,38000,"全て初期当選/有効期限内/着ブロ指定なし/下3桁提示可能/サイチェン可

・会場30分程前にこちらが指定する集合場所にお集まり頂きます。
・QR表示の際にご購入...",True
xw5xattlnm,1787876847451,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,m.,5.0,,同行番手,2026-08-28 00:27:27,2026-08-28 22:01:10,,,deleted,2,65000,"5名義中2番手/すり替えなし/下桁提示可/初期当選/有効期限内/郵便戻りなし/サイチェン可 /着席ブロック記載なし

公演日当日は会場付近にて、開場20分前にお...",True
vm7zqc4hj8,1787879782303,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,入金確認後QRコード共有,M,5.0,,QR,2026-08-28 01:16:22,2026-08-28 04:01:10,,,deleted,1,90000,"FC先行 QRごと 単番 初期当選 重複すり替えなし 有効期限内 発送物戻りなし
プライベート出品に移行します。
公演前日の夜にログイン情報をお伝えします。
入場後は速やかにログアウト、受取通知をお願いいたします。
座席へのクレームは受け付けておりません。
公演中止の場合以外、(体調不良、交通機関の遅延、本人確認、各種エラー、購入者様都合のキャンセル等)いかなる理由でも返金は致しかねます。
代理購入、購入後のキャンセルはお控えください。",True
nywln64j2m,1787885224871,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,開演1時間15分前に集合し同時入場,たなか,5.0,,番手,2026-08-28 02:47:04,2026-08-28 13:01:11,,,deleted,1,50000,"友人が行けなくなってしまったためやむなく出品します。2名義中1番手

交渉成立後、プライベート出品もしくはプラベルでの取引に移行いたしますので、ご購入希望の方は...",True
ymm634bi0h,1787887349973,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,入金後24時間以内にQRコード共有,M,5.0,,QR,2026-08-28 03:22:29,2026-08-28 15:01:13,,,deleted,2,75000,"QRごとのお譲り/初期当選/同行者登録可/有効期限内/発送物戻り無し/着ブロ希望無し/下3桁提示可【プラベル可】
・公演前日の夜にログイン情報をお伝えいたします...",True
ijmy03ka61,1787891863273,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,むむ,5.0,,同行,2026-08-28 04:37:43,2026-08-28 11:01:14,,,deleted,1,50000,"重複すり替えなし/初期当選/下3桁提示可/期限内/発送物戻りなし/着ブロ指定なし /サイチェン可

・チケット発券後に受取評価をお願いいたします。入場後チケット...",True
ne8vv69m2g,1787893623083,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,同行,ぴょん,5.0,,ランダム記載あり,2026-08-28 05:07:03,2026-08-28 13:01:11,,,deleted,1,70000,"すり替え重複無し2連中1枚/松島担不可/初期当選/指定席/有効期限内名義/サイチェン可

・当日開場時間の10分前に会場付近で待ち合わせをし、同時入場をお願いい...",True
tm4kb7riu1,1787896856102,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,ま,5.0,,同行,2026-08-28 06:00:56,2026-08-28 07:01:11,,,deleted,1,15500,"当方との同行になります。
プラベ出品に切り替えます。
アプリ1.5(手数料負担お願いしております)+当日手渡し5.0でのお取引になります。
集合は開場の15分前を予定しております。
本人確認不可/下3桁提示可/すり替え無し/サイチェン可",True
1d7pytl1ph,1787903780163,timelesz-live-tour-2026-momentum,2026-08-30,13:00,セキスイハイムスーパーアリーナ,electronic,female,即ログイン情報提示,刹那,5.0,,QR,2026-08-28 07:56:20,2026-08-28 15:01:13,,,deleted,2,60000,"本日23:59までの出品
QR毎 下3桁提示可 有効期限内名義
同行者登録可
制作開放にて当選
公演中止以外返金不可
",True
u5ortgqw86,1787907285073,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,入金後24時間以内にQRコード共有,た,5.0,,QR,2026-08-28 08:54:45,2026-08-28 10:01:11,,,deleted,2,40000,"2連QR毎 重複すり替えなし 有効期限内 同行者登録可能 発送物戻りエラーなし 当選歴なし
公演中止の場合のみ返金対応致します。",True
z90rptavm6,1787906806962,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,同行,s,5.0,,同行,2026-08-28 08:46:46,2026-08-28 13:01:11,,,deleted,1,70000,"初期当選/重複すり替えなし/サイチェン可/有効期限内/過去エラー発生なし/発送物戻りなし/着ブロ指定なし

・公演当日開場20分前頃に会場付近で集合し、同時入場...",True
oz0q2u4e42,1787905815484,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,こ,5.0,,同行記載あり,2026-08-28 08:30:15,2026-08-29 08:01:10,2026-08-28 11:01:14,transition_observed,sold,1,45000,"私との同行入場になります。
FC先行／初期当選/重複なし/すり替えなし/着ブロ指定なし/下3桁提示可能
複数名義所持の為、今回一緒に入場するチケットは私の自名義...",True
7e3gcl2v3c,1787905664991,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,QR毎 入金後ログイン情報をお渡し致します。,ゆ,5.0,,QR,2026-08-28 08:27:44,2026-08-29 08:01:10,2026-08-28 14:01:15,transition_observed,sold,2,33000,"2連QRごと。制作開放/重複なし・すり替えなし/有効期限内/過去エラーなし/会員番号下3桁開示可能。SZからの名義

仕事が入ってしまい行けなくなりました。下記...",True
rqan4ujbcj,1787905853769,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,none,同行,ぷ,5.0,,番手同行QR,2026-08-28 08:30:53,2026-08-29 08:01:10,2026-08-28 13:01:11,transition_observed,sold,1,32000,"4名義中4番手/有効期限内/下3桁提示可/すり替えなし/エラー履歴なし/サイチェン可

当日16:20に会場付近集合となります。
お時間には余裕を持ってお越しく...",True
wccqij5gfh,1785937174775,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,座席未定,なー,5.0,,同行記載あり,2026-08-05 13:39:34,2026-08-28 14:01:15,,,deleted,1,28500,"FC先行 複数名義所持 有効期限内 座席未定【指定席のお渡し】

【ご購入の場合、コメントお願いいたします。プライベート出品に変更いたします。】

※ご希望であ...",True
sold_timelesz-live-tour-2026-momentum_1787911028270_40000,1787911028270,timelesz-live-tour-2026-momentum,2026-08-30,13:00,セキスイハイムスーパーアリーナ,electronic,female,速やかにログイン情報開示します,,,,,2026-08-28 09:57:08,2026-08-29 08:01:10,,historical_unknown,sold,2,40000,"・制作開放席　QRごとのお譲りです。お好きな時間に入場していただけます
・ファンクラブ初当選、履歴無しのチケットです
・着席指定ではありません
・速やかにログイ...",False
1ip2pp4g3e,1787908777482,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,ランダム配布,y,5.0,,ランダム記載あり,2026-08-28 09:19:37,2026-08-28 15:01:13,,,deleted,1,7500,"ランダム配布。座席はお選び頂けません。

会場20分前に会場付近にて待ち合わせし同時入場。場内でのご連絡のために電話番号をご提示いただきます。

チケット回収後...",True
sold_timelesz-live-tour-2026-momentum_1787913114477_15000,1787913114477,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,入金後24時間以内にQRコード共有,,,,,2026-08-28 10:31:54,2026-08-29 08:01:10,,historical_unknown,sold,2,15000,"制作開放/有効期限内/購入後、下3桁提示可能/同行者登録不可/エラー、郵便物戻りなし/プラベル移行優先

買手様都合による体調不良、出演者変更、ランダムエラー、...",False
lldrxbq0a9,1787829651275,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,座席未定,なー,5.0,,ランダム記載あり,2026-08-27 11:20:51,2026-08-28 14:01:15,,,deleted,1,60000,"FC先行 すり替えなし 入場後即渡し 下3桁提示可能
前・前前回スタンドor初当選のみ 所持

【ご購入の場合、コメントお願いいたします。表記の金額がこちらに入...",True
e7cbhyl2so,1787912075411,timelesz-live-tour-2026-momentum,2026-08-30,13:00,セキスイハイムスーパーアリーナ,electronic,female,公演日前日までにQRコード共有,み,5.0,,QR,2026-08-28 10:14:35,2026-08-28 12:01:10,,,deleted,2,55000,"制作開放、QR毎、有効期限内、すり替えなし下3桁提示可、
公演前日連絡ボードにてログイン情報をお伝えします。立見の場合もあります。同行者登録は購入者様でお願い致します。座席に関するクレーム等一切対応致しかねます。公演中止のみ手数料を差し引いた金額を返金させて頂きますがその他ランダムエラーや本人確認、遅刻など、主催者の都合による公演中止以外では如何なる場合も返金対応致しかねます。入場後は速やかにログアウト、受け取りしてください
以上ご了承いただける方のみご購入お願いいたします",True
nljjoo57im,1787911344886,timelesz-live-tour-2026-momentum,2026-08-30,13:00,セキスイハイムスーパーアリーナ,electronic,female,同行,wxxx,5.0,,同行,2026-08-28 10:02:24,2026-08-29 08:01:10,2026-08-28 12:01:10,transition_observed,sold,1,43000,"制作開放席/重複すり替えなし/本人確認可/下3桁提示可/有効期限内名義
開演45〜30分前に集合し同時入場いたします。
連番内の座席は選べません。",True
mr62ztq1xg,1787913733082,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,🩷,4.6,,番手,2026-08-28 10:42:13,2026-08-28 14:01:15,,,deleted,2,40000,"4名義中2番手 2連（バラも検討します）
初期当選・制作開放含む/すり替えなし/下3桁提示可/発送物戻り・エラーなし/有効期限内

⭐️プライベート出品に切り替...",True
biyuntp4co,1787913008131,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,ra,5.0,,ランダム,2026-08-28 10:30:08,2026-08-29 08:01:10,2026-08-28 12:01:10,transition_observed,sold,1,8000,"FC枠当選【条件あり】座席未定 指定席のみランダム配布 開演10分前までのお渡し 全て有効期限内名義 着ブロ無し
公演日当日は、開場30分前の16時に会場付近にてお待ち合わせし、同時入場していただきます。こまめに連絡の取れる方、必ず時間厳守できる方のみでお願い致します。
他のお取引相手様のご迷惑となりますので、集合時間を過ぎた場合は先に入場させていただきます。その場合返金致しかねますので、予めご了承ください。
複数名義所持しておりますので、入場後チケットを回収しこちらで席を選んだ後、ランダムでチケットをお渡しします。ご購入者様ご自身ではチケットをお選びいただくことはできません。入場後、全ての座席を確認し、チケットをお渡しせていただくまでにお時間かかる場合がございますので、ランダム配布にご理解ある方のみご購入お願い致します。
デジタルチケットのため入場するまで座席位置はわかりません。座席に対するクレームはご遠慮ください。チケットをお渡しする際に必ず受取連絡をお願い致します。
また、公演中止の場合のみ返金対応致します。本人確認・ランダムエラー・出演者変更・当日の体調不良・交通機関の乱れ・公演日時を間違えて購入した等の購入者様都合による理由でのキャンセルには一切応じることができません。如何なる場合でも返金には対応致しかねますので、必ず受取連絡していただきます。予めご了承ください。
上記全ての内容をご理解いただいた方のみ、ご購入お願い致します。",True
03mplg9w0a,1787915973647,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,同行,ほ,5.0,,ランダム,2026-08-28 11:19:33,2026-08-28 14:01:15,,,deleted,2,24000,"ランダムにて配布致します
・当日の時間、集合場所は後日連絡ボードにてお知らせ致します。どの時間でも来れる方のみ購入お願い致します。
・名義数や会員番号の一部など...",True
3zqoo2u6r9,1787917777564,timelesz-live-tour-2026-momentum,2026-08-30,13:00,セキスイハイムスーパーアリーナ,electronic,female,同行,ま,5.0,,ランダム,2026-08-28 11:49:37,2026-08-28 16:01:17,,,deleted,1,30000,"少人数ランダム
複数名義所持の為ランダム配布です。購入者様は座席選択はできません。  また、ランダム配布の為名義数や会員番号の提示はできかねますのでご了承お願い...",True
63zk3swoqk,1787916811517,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,開演15分前までのランダム配布,s,5.0,,ランダム,2026-08-28 11:33:31,2026-08-29 08:01:10,2026-08-28 17:01:09,transition_observed,sold,1,7500,"⭐️開演15分前までにチケットお渡し致します⭐️
・会場30分程前にこちらが指定する集合場所にお集まり頂きます。
・QR表示の際にご購入者様の端末をお借りする場...",True
sold_timelesz-live-tour-2026-momentum_1787914952935_10000,1787914952935,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,,,,,2026-08-28 11:02:32,2026-08-29 08:01:10,,historical_unknown,sold,2,10000,"【開場】時間の40-30分前までに会場付近で集合し、同時入場します。

入場の際FCサイトを開いて頂くなどご協力いただく場合がございますのでご了承下さい。
詳し...",False
3a5zxvp19l,1787915759074,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,し,4.8,,ランダム,2026-08-28 11:15:59,2026-08-28 16:01:17,,,deleted,2,15000,"【開場】時間の40-30分前までに会場付近で集合し、同時入場します。

入場の際FCサイトを開いて頂くなどご協力いただく場合がございますのでご了承下さい。
詳し...",True
qmjwh3mex7,1787917924195,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,3名義中3番手,y,5.0,,番手,2026-08-28 11:52:04,2026-08-28 15:01:13,,,deleted,1,30000,"3名義中3番手
初期当選×3/有効期限内/すり替えなし/下3桁提示可/	FC先行/発送物戻りなし/過去エラー無し

下記についてご確認ください。購入された時点で...",True
o9aywrufhp,1787918574895,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,none,同行,さ,5.0,,同行記載あり,2026-08-28 12:02:54,2026-08-28 16:01:17,,,deleted,1,65000,"当方と同行/初期／期限内／同行者登録可能／その他不備なし／下三桁提示可能
・16:00前後に会場付近にて待ち合わせし、同時入場していただきます。
・会員番号下3...",True
71bl66zvbb,1787918627201,timelesz-live-tour-2026-momentum,2026-08-30,13:00,セキスイハイムスーパーアリーナ,electronic,female,前日ログイン情報お渡し,♡❤︎♡,5.0,,QR,2026-08-28 12:03:47,2026-08-28 14:01:15,,,deleted,2,40000,"2連QRごと
初期／期限内／同行者登録可能／その他不備なし／下三桁提示可能
公演日に仕事が入ってしまったので お譲り先を探しております。
2名義纏めてお取引できる方を優先させて頂きたいです。
表示価格は1名義分ですので2名義は表示価格×2になります。
迅速に対応できる方のみ。
名義お渡し後はランダムや番手で再譲渡してもらって構いません。",True
lucmtpixpq,1787920892770,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,wxxx,5.0,,同行,2026-08-28 12:41:32,2026-08-28 15:01:13,,,deleted,1,50000,"制作開放席/重複すり替えなし/下3桁提示可/有効期限内名義/菊池担不可
プラベル経由で4.8にお値下げ可
開演45〜30分前に集合し同時入場いたします。
連番内...",True
63hbybs5t9,1787923876633,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,2名義中2番手,KI,5.0,,番手,2026-08-28 13:31:16,2026-08-28 15:01:13,,,deleted,2,45000,"2名義中2番手 サイチェン可　すり替えなし　会員番号下3桁提示可能
未成年の方のご購入はご遠慮ください。
同行者登録はこちらで行いますので、購入後必要事項をお伺い致します。
16時頃に入場口付近にて待ち合わせできる方のみご購入ください。
詳しい集合場所は当日ご連絡致します。
集合時間に大幅に遅れる場合は先に入場致しますが、その場合でも受取通知はしていただきますので予めご了承ください。
分かれて入場していただきますが必ず連番のチケットをお渡し致します。座席選択はいただけません。座席に関するクレームは一切受け付けません。座席確認後にチケットをお渡し致しますので、速やかに受取通知をお願い致します。
トラブル防止のため日本人成人女性でお願い致します。
遅刻、体調不良、ランダムエラーなどで入場できない場合でも公演中止以外は返金致しません。
ご理解いただけた方のみご購入をお願い致します。
取り置き、お値下げのコメントはご遠慮ください。",True
laitg0bmj5,1787922818934,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,none,同行,はる,5.0,,ランダム,2026-08-28 13:13:38,2026-08-29 08:01:10,2026-08-28 15:01:13,transition_observed,sold,1,7499,"複数名義所持のためランダムにて配布致します。購入者様には座席選択権はございません。
※※※必ず全文お読みになった上でご購入ください、購入後のキャンセルは致しかねます※※※
・開場時間の40分前までにお集まりください。時間厳守です。場所は前日までにメッセージにてお知らせいたします。
・同行者登録はこちらで行います。
・代理人購入はお控えください。当日購入者ご本人様以外がいらした際チケットのお渡しはできかねます。その場合も受取通知は行っていただきます。
・入場後全てのチケットを回収しこちらが座席選択したのちにチケットをお渡しします。チケットを選ぶのにお時間を頂く場合がございますがご了承下さい。
・開演までにチケットをお渡しいたします。チケットを受け取ったその場で受取評価を行ってください。
・当日公演中止以外のいかなる場合（体調不良、遅刻(交通機関による遅延を含む)、本人確認によるエラー、発券エラー、出演者変更等）も返金はいたしません。必ず受け取り評価を行っていただきます。
・当日のお取引をスムーズに行うため、購入後はこちらからの連絡を待たずに【①お名前(苗字のみカタカナ)②当日連絡のつく電話番号】の2点を取引連絡にてご連絡ください。
ご購入いただいた時点で上記内容に同意したものとみなします。長くなりましたが以上を守れる成人、日本人女性の方でご購入お願い致します。また全てのことに関してノークレーム・ノーリターンでお願いいたします。",True
sold_timelesz-live-tour-2026-momentum_1787922203283_8000,1787922203283,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,,,,,2026-08-28 13:03:23,2026-08-29 08:01:10,,historical_unknown,sold,1,8000,"FC枠当選【条件あり】座席未定 指定席のみランダム配布 開演10分前までのお渡し 全て有効期限内名義 着ブロ無し

公演日当日は、開場30分前の16時に会場付近...",False
3oq21rhblx,1787925790342,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,し,4.8,,ランダム記載あり,2026-08-28 14:03:10,2026-08-29 08:01:10,2026-08-28 16:01:17,transition_observed,sold,1,8000,"【開場】時間の40-30分前までに会場付近で集合し、同時入場します。
入場の際FCサイトを開いて頂くなどご協力いただく場合がございますのでご了承下さい。
詳しい待ち合わせ時間・場所等は、公演前日にマイページの連絡ボードでお知らせします。
遅刻する場合は先に入場する可能性もございますので、時間厳守でお願いします。遅刻により入場できなかった場合でも受取連絡は行って頂きます。
入場後は座席選択のため一度解散し、開演までに集合の上、ランダムでチケットをお渡しいたします。
お席をお選び頂くことはできません。状況によってお渡し方法に変更があるかと思いますがご了承下さい。こちらの言うことに従えない場合はチケットをお渡し出来かねますので当日スムーズなご対応をお願いします。お互いにお約束やマナーを守っていただければ良い気持ちで最後までお取引をしたいとおもっております。
チケットお渡しの際に受取連絡をお願いします。
購入後はこちらの連絡を待たずに名前 電話番号を連絡ボードにお願いします。日本語の通じる方のみ。
公演中止の場合以外の出演者の変更、遅刻、ランダムエラー等中止以外のいかなる場合でもキャンセル・返金不可。",True
m0gslc1ewn,1787928782067,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同時入場,y,4.8,,ランダム,2026-08-28 14:53:02,2026-08-29 08:01:10,2026-08-28 16:01:17,transition_observed,sold,1,7500,"15時30分ごろにて会場付近にて待ち合わせ(詳しい場所はボードにてお知らせします)
入場の際QR表示のため端末をお借りする場合がありますので協力お願いします。
また、取引連絡が当日まで来ない場合、再度別日に出しているチケットにコメントなどでお知らせください。
チケット持ち逃げ防止の為に身分証明書を入場前にお預かりする場合があります。
トラブルがない限り身分証を見ることはありません。
入場後チケットと引き換えでお預かりした身分証を返却させていただきます。
チケット回収後、一度解散していただきこちらのタイミングで再合流してチケットをお渡しさせて頂きます。
会場内の電波状況が悪い場合も考えられる為、トラブル無くお取引が出来る様、連絡が取れる電話番号のご提示をお願いいたします。
当日は会場付近の指定場所にて待ち合わせの後、複数人(数人)での同時入場となります。確定のお時間や場所は、連絡ボードにてご連絡いたします。
必ず時間厳守でお願い致します。買い手様の都合で待ち合わせ時間に遅れられた場合、先に入場する可能性もございますが、その際も受取連絡はして頂きます。公演当日はこまめに連絡を取れる方でお願いいたします。
購入後はこちらの連絡を待たずに電話番号を送ってください。
また、ご購入は日本語が理解出来る日本の電話番号をお持ちの方に限らせて頂きます。
本人確認、端末エラー、ランダムエラー、通言障害、体調等いかなる場合でも、公演中止以外は返金いたしません。
また、購入後のキャンセルもご遠慮ください。
チケットお渡し、解散後のトラブルに対しても対応は致しかねます。チケットをお渡しした時点でお取引終了となります。
座席へのクレームは受け付けません。
以上全てご了承の上、ご購入お願い致します",True
